7110|1134|618|37|27|1073|199|14011|1|1|0|0.5545|4.5000|353.0000|31.0167|18.2839|25.0880|84.6240|78.8664|67.3508|9.2603|14.7035|7.6432|11.4161|0.5733|46.9240|41.2362|84.6317|25.7554|29875.0000|1.6144|2.7015|1.1238|49.0128|0.5997|0.5802|0.8176|99.9365|374.0000|353.0000|67.3508|-30.0000|85.0000|84.9377|84.8159|82.6544|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:14.093|P02_Jan2015_000053.tif
7111|1173|618|99|89|155|322|14014|1|1|0|0.5545|4.5000|4450.0000|97.8851|79.6673|87.2486|343.7060|274.2737|1209.5375|39.2432|51.7820|41.6803|45.8841|0.8739|190.5850|149.5895|69.6542|28.7182|309961.0000|2.0830|4.3122|1.3759|42.2572|0.6143|0.6965|0.9185|96.8301|5097.5000|4513.0000|1227.7542|-20.0000|30.0000|72.7359|70.3265|58.8128|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:14.243|P02_Jan2015_000053.tif
7112|0|829|42|28|923|634|14014|1|1|0|0.5545|4.5000|376.0000|34.4978|17.3006|27.8585|97.6940|87.5756|72.9452|9.6373|16.6338|7.0979|12.9523|0.4180|54.1713|46.0654|86.3271|17.1404|32459.0000|2.0199|4.1020|1.1613|31.8764|0.3869|0.4917|0.6373|103.7176|440.0000|376.0000|72.9452|-15.0000|75.0000|88.1516|87.4335|76.0931|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:14.243|P02_Jan2015_000053.tif
7113|44|829|29|33|977|624|14018|1|1|0|0.5545|4.5000|374.0000|26.9776|20.3465|24.5761|80.8660|77.2572|72.4569|9.6049|12.4638|8.7869|11.1322|0.7964|44.8402|40.3439|69.1604|17.5283|25866.0000|1.3914|1.8225|1.0985|62.0274|0.7168|0.6832|0.9277|102.3352|392.0000|374.0000|72.4569|65.0000|10.0000|69.5668|69.6684|65.6551|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:14.444|P02_Jan2015_000053.tif
7114|75|829|33|39|250|489|14029|1|1|0|0.5545|4.5000|490.0000|34.1059|25.0000|29.4909|109.2100|92.7074|101.2644|11.3549|16.4165|11.3673|13.8575|0.7176|60.5569|48.9110|86.6143|20.6991|42441.0000|1.9370|3.8236|1.2212|39.6602|0.5636|0.2580|0.8360|98.5742|551.0000|490.0000|101.2644|65.0000|0.0000|86.8592|86.9939|84.0102|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:14.994|P02_Jan2015_000053.tif
7115|110|829|36|42|940|301|14030|1|1|0|0.5545|4.5000|608.0000|35.7721|25.0105|30.8516|106.5220|96.9848|131.3617|12.9327|17.3404|11.3731|14.6120|0.7097|59.0664|51.2828|89.3520|32.4614|54326.0000|1.4851|2.2140|1.1396|37.4124|0.6992|0.6936|0.9204|102.4821|630.5000|608.0000|131.3617|-70.0000|20.0000|88.8569|89.9112|87.9704|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:15.048|P02_Jan2015_000053.tif
7116|148|829|36|34|278|409|14032|1|1|0|0.5545|4.5000|337.0000|28.4581|18.9185|25.3371|91.1080|79.6495|63.4876|8.9908|13.2847|7.9951|11.5542|0.6704|50.5194|41.6704|83.4392|26.5382|28119.0000|1.9601|3.9015|1.1941|44.1220|0.5826|0.4639|0.8128|97.7885|396.5000|337.0000|63.4876|-10.0000|50.0000|83.1897|85.8477|81.5172|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:15.144|P02_Jan2015_000053.tif
7117|186|829|47|30|293|870|14032|1|1|0|0.5545|4.5000|478.0000|39.4646|21.9698|31.7887|122.8660|99.9305|98.2436|11.1843|19.3879|9.6870|15.1316|0.5190|68.1292|52.9162|85.3180|26.8998|40782.0000|2.5132|5.7206|1.2696|45.1913|0.4952|0.4783|0.7471|98.3287|620.0000|478.0000|98.2436|10.0000|-85.0000|83.4121|86.3975|84.7385|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:15.144|P02_Jan2015_000053.tif
7118|235|829|26|38|459|571|14034|1|1|0|0.5545|4.5000|355.0000|30.5167|18.0000|26.6988|94.0380|83.9301|67.8354|9.2936|14.4262|7.4857|12.3093|0.5025|52.1441|44.0440|89.5775|23.4271|31800.0000|1.9823|3.9761|1.1681|47.1379|0.4462|0.2501|0.6540|101.6130|426.0000|355.0000|67.8354|-60.0000|0.0000|87.5211|90.7070|89.1521|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:15.244|P02_Jan2015_000053.tif
7119|263|829|30|36|896|776|14037|1|1|0|0.5545|4.5000|410.0000|30.9643|22.0000|25.8324|87.7960|81.2066|81.2957|10.1739|14.6745|9.7037|11.8288|0.7684|48.6829|42.5338|85.0707|25.0335|34879.0000|1.4961|2.2570|1.1304|57.5732|0.7554|0.7567|0.9354|101.9091|413.5000|410.0000|81.2957|65.0000|0.0000|84.9272|85.6408|82.1335|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:15.394|P02_Jan2015_000053.tif
7120|295|829|43|31|773|658|14040|1|1|0|0.5545|4.5000|547.0000|35.0449|23.0000|30.4368|104.8660|95.6809|115.7196|12.1383|16.9372|10.2583|14.3820|0.5827|58.1482|50.5598|92.0439|25.0953|50348.0000|1.5998|2.6484|1.1378|40.4742|0.5822|0.7026|0.8288|104.0683|576.0000|547.0000|115.7196|5.0000|90.0000|90.5027|93.2815|89.8099|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:15.544|P02_Jan2015_000053.tif
7121|340|829|48|35|784|505|14041|1|1|0|0.5545|4.5000|781.0000|40.8989|27.0000|34.5645|116.1780|108.6565|176.4888|14.9904|20.1832|12.4763|16.6708|0.6715|64.4207|57.7548|95.9104|27.7641|74906.0000|1.3753|1.7487|1.1061|36.1048|0.6559|0.7516|0.9069|105.6824|791.5000|781.0000|176.4888|20.0000|90.0000|94.8976|96.8131|94.0679|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:15.595|P02_Jan2015_000053.tif
7122|390|829|40|39|58|812|14041|1|1|0|0.5545|4.5000|619.0000|33.2487|29.9408|31.6118|111.9360|99.3746|134.1993|13.0716|15.9412|14.1069|15.0335|0.9637|62.0685|52.6080|80.0533|24.9328|49553.0000|1.6108|2.6885|1.1667|49.5588|0.7488|0.6810|0.9398|95.6492|665.5000|619.0000|134.1993|60.0000|25.0000|79.8805|80.4895|78.3893|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:15.595|P02_Jan2015_000053.tif
7123|432|829|51|56|126|652|14042|1|1|0|0.5545|4.5000|1007.0000|50.1594|37.6296|44.4975|172.6620|139.8817|236.6901|17.3598|25.3181|18.3704|22.1786|0.6903|95.7411|75.0692|84.4489|27.7949|85040.0000|2.3559|5.2093|1.2630|39.8805|0.4678|0.3658|0.7819|97.7500|1279.0000|1007.0000|236.6901|40.0000|-40.0000|83.7589|85.5427|81.0040|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:15.647|P02_Jan2015_000053.tif
7124|485|829|55|43|172|769|14051|1|1|0|0.5545|4.5000|1096.0000|47.0000|33.3226|41.8711|161.0060|131.6255|260.6888|18.2187|23.5663|15.9821|20.7223|0.7391|89.2778|70.4911|82.5420|28.1880|90466.0000|1.8822|3.6382|1.2536|33.0067|0.5832|0.4433|0.8979|98.9964|1194.0000|1096.0000|260.6888|0.0000|-80.0000|80.9973|83.7062|80.6779|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:16.095|P02_Jan2015_000053.tif
7125|542|829|33|32|146|626|14052|1|1|0|0.5545|4.5000|330.0000|30.7087|20.1393|25.1067|85.2100|78.9251|61.8053|8.8709|14.5327|8.6720|11.4264|0.6207|47.2489|41.2687|80.2848|26.3213|26494.0000|1.7509|3.1868|1.1304|48.9494|0.6197|0.4885|0.8271|98.0550|377.0000|330.0000|61.8053|-50.0000|70.0000|80.0901|81.3994|78.1682|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:16.145|P02_Jan2015_000053.tif
7126|577|829|44|32|416|735|14055|1|1|0|0.5545|4.5000|540.0000|36.8780|23.4392|31.0557|112.1780|97.6263|113.9355|12.0444|17.9536|10.5018|14.7251|0.6511|62.2027|51.6385|67.7556|17.3548|36588.0000|1.8544|3.5437|1.1901|57.3267|0.5225|0.3380|0.8290|100.7535|624.5000|540.0000|113.9355|-15.0000|85.0000|67.9741|68.6167|62.8815|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:16.295|P02_Jan2015_000053.tif
7127|623|829|36|34|401|901|14055|1|1|0|0.5545|4.5000|235.0000|33.4415|14.7186|25.7665|102.0380|80.9992|39.5511|7.0963|16.0481|5.6662|11.7923|0.3365|56.5801|42.4188|76.9362|14.9231|18080.0000|3.5257|8.9648|1.3092|38.8421|0.2798|0.4508|0.4275|100.0096|336.5000|235.0000|39.5511|35.0000|-40.0000|74.6723|77.7915|78.5319|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:16.295|P02_Jan2015_000053.tif
7128|661|829|43|59|23|811|14074|1|1|0|0.5545|4.5000|1025.0000|51.6296|32.7047|42.8866|165.2480|134.8177|241.5321|17.5365|26.1333|15.6395|21.2854|0.6095|91.6300|72.2612|80.9990|28.0992|83024.0000|2.1200|4.4347|1.2554|37.0263|0.5468|0.6890|0.8385|95.2403|1190.0000|1025.0000|241.5321|80.0000|-15.0000|80.4800|81.9580|77.5180|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:17.294|P02_Jan2015_000053.tif
7129|706|829|48|38|111|447|14075|1|1|0|0.5545|4.5000|728.0000|40.2002|28.3047|34.2381|124.1780|107.6306|162.5592|14.3867|19.7958|13.1997|16.4898|0.7460|68.8567|57.1859|82.5179|28.0735|60073.0000|1.6856|2.9572|1.1910|30.2655|0.6758|0.6672|0.9257|96.3492|781.0000|728.0000|162.5592|5.0000|-75.0000|82.3649|83.8230|76.8683|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:17.344|P02_Jan2015_000053.tif
7130|756|829|67|51|354|603|14078|1|1|0|0.5545|4.5000|1274.0000|62.3993|39.8690|52.1539|241.8720|163.9505|309.0735|19.8375|32.1052|19.6121|26.4241|0.5503|134.1180|88.4153|71.6703|23.7630|91308.0000|3.6542|9.3733|1.4997|58.3964|0.1438|0.2704|0.6235|100.5972|1741.5000|1274.0000|309.0735|30.0000|-80.0000|72.0667|72.5165|66.4765|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:17.495|P02_Jan2015_000053.tif
7131|825|829|38|45|849|712|14080|1|1|0|0.5545|4.5000|654.0000|37.2116|26.4558|33.2618|118.5220|104.5614|143.2595|13.5057|18.1386|12.1745|15.9484|0.6888|65.7204|55.4841|80.2370|26.4090|52475.0000|1.7093|3.0410|1.1718|49.6881|0.6488|0.7286|0.8911|103.1694|730.0000|654.0000|143.2595|-85.0000|45.0000|80.0031|81.1376|76.1590|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:17.594|P02_Jan2015_000053.tif
7132|865|829|28|33|728|813|14083|1|1|0|0.5545|4.5000|265.0000|27.8911|15.9522|22.7400|81.4520|71.4852|46.4476|7.6902|12.9703|6.3502|10.1141|0.5788|45.1651|37.1433|90.2000|23.3762|23903.0000|1.9923|4.0095|1.1954|47.3243|0.5952|0.5779|0.7998|102.2940|304.5000|265.0000|46.4476|50.0000|-20.0000|89.7698|90.3283|90.9245|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:17.744|P02_Jan2015_000053.tif
7133|895|829|32|32|277|451|14085|1|1|0|0.5545|4.5000|269.0000|30.1892|15.7464|23.9669|82.5220|75.3419|47.3773|7.7668|14.2447|6.2361|10.7944|0.5256|45.7584|39.2819|64.4089|17.4206|17326.0000|2.0145|4.0840|1.1485|53.2055|0.5002|0.4954|0.7072|97.8941|305.0000|269.0000|47.3773|-50.0000|55.0000|62.2156|65.7212|63.4907|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:17.849|P02_Jan2015_000053.tif
7134|929|829|30|30|238|889|14085|1|1|0|0.5545|4.5000|339.0000|25.9867|19.3656|22.8517|75.2100|71.8365|63.9691|9.0249|11.9144|8.2430|10.1760|0.7583|41.7039|37.3381|85.8260|27.6760|29095.0000|1.3278|1.5086|1.1027|50.3768|0.7410|0.6268|0.9283|97.6136|336.0000|339.0000|63.9691|-55.0000|65.0000|84.4484|86.7876|84.7050|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:17.849|P02_Jan2015_000053.tif
7135|961|829|34|31|1142|11|14091|1|1|0|0.5545|4.5000|378.0000|26.9599|20.9069|24.3920|82.8660|76.6785|73.4338|9.6695|12.4540|9.0976|11.0301|0.6982|45.9492|40.0230|57.0714|25.1529|21573.0000|1.4456|2.0549|1.1329|68.7733|0.7107|0.6916|0.9150|96.8445|396.0000|378.0000|73.4338|-15.0000|55.0000|62.4921|56.4021|46.6085|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.145|P02_Jan2015_000053.tif
7136|997|829|47|43|975|176|14093|1|1|0|0.5545|4.5000|709.0000|42.6769|34.5405|37.4410|141.1080|117.6989|157.5864|14.1649|21.1691|16.6575|18.2658|0.7721|78.2444|62.7688|78.9196|21.6353|55954.0000|2.0712|4.2730|1.4679|59.5985|0.6156|0.5126|0.8889|101.1451|925.5000|765.0000|172.2749|-30.0000|80.0000|81.4922|78.8054|72.6784|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.243|P02_Jan2015_000053.tif
7137|1046|829|24|37|352|864|14095|1|1|0|0.5545|4.5000|284.0000|30.7316|16.0000|24.3915|82.0380|76.6767|50.8831|8.0490|14.5454|6.3767|11.0298|0.4497|45.4901|40.0220|75.8803|27.6739|21550.0000|1.8858|3.6506|1.1221|66.2400|0.4707|0.5290|0.6644|99.5884|328.0000|284.0000|50.8831|70.0000|0.0000|75.1972|76.1268|76.5599|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.343|P02_Jan2015_000053.tif
7138|1072|829|32|36|1007|277|14099|1|1|0|0.5545|4.5000|435.0000|29.1517|23.0448|26.5339|91.4520|83.4118|87.4909|10.5545|13.6694|10.2831|12.2178|0.7952|50.7101|43.7566|82.9172|27.8832|36069.0000|1.5300|2.3878|1.1444|52.1667|0.7547|0.6445|0.9363|101.4836|462.5000|435.0000|87.4909|-65.0000|20.0000|84.2759|82.9701|79.1701|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.545|P02_Jan2015_000053.tif
7139|1106|829|40|33|122|705|14102|1|1|0|0.5545|4.5000|436.0000|32.6110|24.8090|28.9747|106.2800|91.0845|87.7396|10.5695|15.5875|11.2614|13.5712|0.7996|58.9323|48.0111|65.3417|24.5860|28489.0000|2.0616|4.2409|1.2108|56.7857|0.5211|0.2384|0.7864|97.3900|537.0000|436.0000|87.7396|-20.0000|-80.0000|63.6491|65.9266|67.0275|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.693|P02_Jan2015_000053.tif
7140|1148|829|24|35|283|170|14103|1|1|0|0.5545|4.5000|147.0000|27.6670|14.4613|22.9571|90.0380|72.1676|20.3545|5.0908|12.8461|5.5235|10.2345|0.3665|49.9261|37.5217|79.1020|16.4795|11628.0000|4.3886|11.7017|1.3031|33.7229|0.3603|0.4454|0.2964|95.8704|280.5000|147.0000|20.3545|-75.0000|-5.0000|82.3041|79.3311|72.0270|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.743|P02_Jan2015_000053.tif
7141|1174|829|52|58|554|454|14103|1|1|0|0.5545|4.5000|1275.0000|55.6427|37.7828|47.1018|176.9040|148.0688|309.3466|19.8462|28.3586|18.4553|23.6227|0.7340|98.0933|79.6089|89.3396|23.2937|113908.0000|1.8711|3.6004|1.4086|43.4259|0.6480|0.6800|0.9055|103.3132|1477.5000|1331.0000|324.6626|-55.0000|35.0000|89.5718|90.2871|83.9890|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.743|P02_Jan2015_000053.tif
7142|0|890|57|50|209|761|14103|1|1|0|0.5545|4.5000|1090.0000|57.5692|32.8571|45.5271|170.3180|143.1184|259.0665|18.1619|29.4269|15.7240|22.7495|0.4934|94.4413|76.8639|87.4330|28.4473|95302.0000|2.1178|4.4274|1.2181|35.1161|0.3694|0.5212|0.7324|98.6511|1243.0000|1090.0000|259.0665|-30.0000|50.0000|85.9018|88.7183|84.8257|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.743|P02_Jan2015_000053.tif
7143|59|890|44|34|885|429|14107|1|1|0|0.5545|4.5000|510.0000|36.3365|25.9049|31.9552|112.8660|100.4539|106.3170|11.6347|17.6533|11.8690|15.2239|0.6855|62.5842|53.2064|90.9078|23.5833|46363.0000|1.6783|2.9315|1.5325|35.1143|0.6664|0.5787|0.8937|103.8194|679.5000|604.0000|130.3310|10.0000|-85.0000|92.2627|90.8961|87.3745|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.942|P02_Jan2015_000053.tif
7144|105|890|51|38|421|829|14107|1|1|0|0.5545|4.5000|621.0000|43.0000|26.6825|36.0615|135.3500|113.3624|134.7157|13.0968|21.3483|12.3002|17.5008|0.5153|75.0516|60.3642|71.0129|14.3962|44099.0000|2.3476|5.1821|1.2293|51.5360|0.3543|0.2894|0.6645|100.7798|795.0000|621.0000|134.7157|0.0000|-75.0000|71.9372|71.6667|65.2045|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:18.942|P02_Jan2015_000053.tif
7145|158|890|48|30|463|121|14111|1|1|0|0.5545|4.5000|597.0000|41.0005|22.0000|33.2500|118.5220|104.5244|128.5290|12.7925|20.2395|9.7037|15.9419|0.4976|65.7204|55.4635|85.5946|26.7031|51100.0000|1.8725|3.6051|1.1722|42.5596|0.4865|0.6986|0.7598|98.3795|667.5000|597.0000|128.5290|15.0000|90.0000|84.1340|86.8492|83.2077|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:19.143|P02_Jan2015_000053.tif
7146|208|890|33|38|26|542|14113|1|1|0|0.5545|4.5000|420.0000|31.3412|23.5561|27.9958|103.4520|88.0074|83.7685|10.3275|14.8835|10.5666|13.0284|0.8745|57.3641|46.3048|78.5667|23.1510|32998.0000|2.0278|4.1282|1.2210|46.9583|0.6558|0.4372|0.8828|94.9640|504.0000|420.0000|83.7685|-75.0000|-20.0000|77.9095|79.6714|74.7262|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:19.242|P02_Jan2015_000053.tif
7147|0|0|87|71|388|390|14114|1|1|0|0.5545|4.5000|3231.0000|79.6086|60.2597|70.9761|299.3240|223.1197|858.9277|33.0699|41.6477|30.9188|36.8610|0.7364|165.9752|121.2246|71.9582|30.4976|232497.0000|2.1283|4.4621|1.6138|38.0000|0.4685|0.6318|0.9167|99.8756|3633.0000|3350.0000|892.9728|-10.0000|80.0000|74.7741|72.6271|61.2690|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:19.292|P02_Jan2015_000054.tif
7148|89|0|100|42|290|450|14115|1|1|0|0.5545|4.5000|1377.0000|92.0000|32.9401|67.1417|272.4580|211.0659|337.2733|20.7227|48.5187|15.7700|34.7348|0.2517|151.0780|114.5408|83.5795|28.1490|115089.0000|4.2900|11.3896|1.3099|41.4625|0.0000|0.4278|0.3527|99.2145|2133.5000|1377.0000|337.2733|0.0000|85.0000|83.9804|84.6870|76.9107|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:19.363|P02_Jan2015_000054.tif
7149|191|0|41|36|296|469|14116|1|1|0|0.5545|4.5000|514.0000|34.8324|25.6897|30.2947|114.5220|95.2340|107.3302|11.6900|16.8193|11.7497|14.3031|0.7342|63.5024|50.3120|87.7879|28.6061|45123.0000|2.0305|4.1373|1.2446|36.3238|0.6435|0.6005|0.8829|98.9643|602.5000|514.0000|107.3302|20.0000|-40.0000|84.9047|89.3696|87.3346|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:19.442|P02_Jan2015_000054.tif
7150|234|0|32|39|491|658|14116|1|1|0|0.5545|4.5000|413.0000|31.5861|24.0000|28.8343|114.2800|90.6432|82.0367|10.2202|15.0193|10.8127|13.4934|0.6942|63.3683|47.7664|81.2688|23.6005|33564.0000|2.5164|5.7310|1.3049|51.0377|0.5658|0.4884|0.7896|102.3737|544.0000|413.0000|82.0367|80.0000|0.0000|80.1327|82.9692|79.5000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:19.442|P02_Jan2015_000054.tif
7151|268|0|51|44|378|859|14119|1|1|0|0.5545|4.5000|972.0000|44.9335|30.5753|38.6673|131.1460|121.5540|227.2931|17.0117|22.4204|14.4588|18.9458|0.6777|72.7205|64.9064|80.2850|31.5183|78037.0000|1.4081|1.8964|1.1119|45.4783|0.6599|0.6407|0.9056|99.8618|1015.0000|972.0000|227.2931|15.0000|-55.0000|81.1111|80.9208|74.9547|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:19.592|P02_Jan2015_000054.tif
7152|321|0|42|48|250|268|14122|1|1|0|0.5545|4.5000|991.0000|40.2934|34.0000|37.9146|128.3180|119.1879|232.3913|17.2014|19.8474|16.3577|18.5284|0.8289|71.1523|63.5944|47.1049|23.2036|46681.0000|1.3222|1.4765|1.1102|65.8407|0.7154|0.6819|0.9566|96.9596|995.5000|991.0000|232.3913|75.0000|0.0000|47.2876|46.9546|47.5146|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:19.742|P02_Jan2015_000054.tif
7153|365|0|35|36|222|360|14127|1|1|0|0.5545|4.5000|411.0000|34.4157|19.3510|27.3420|97.6940|85.9521|81.5426|10.1894|16.5883|8.2349|12.6659|0.5267|54.1713|45.1652|79.8637|21.4838|32824.0000|1.8479|3.5215|1.1832|45.9551|0.5363|0.6615|0.7746|96.4696|449.5000|411.0000|81.5426|-50.0000|35.0000|79.8005|80.3406|77.6618|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:19.992|P02_Jan2015_000054.tif
7154|402|0|34|26|371|280|14128|1|1|0|0.5545|4.5000|201.0000|26.1663|18.0000|23.6807|96.9680|74.4422|31.9229|6.3754|12.0140|7.4857|10.6357|0.6896|53.7688|38.7830|80.2090|22.3281|16122.0000|3.7226|9.5907|1.3564|37.4891|0.5390|0.4880|0.6442|98.5171|326.5000|201.0000|31.9229|-5.0000|90.0000|79.9552|80.6667|78.2488|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:20.045|P02_Jan2015_000054.tif
7155|438|0|36|35|1160|795|14132|1|1|0|0.5545|4.5000|484.0000|31.4748|23.1277|27.5724|95.4520|86.6761|99.7530|11.2698|14.9575|10.3291|12.7936|0.7068|52.9281|45.5667|83.7273|25.2577|40524.0000|1.4980|2.2645|1.1474|41.3636|0.7015|0.6961|0.9116|98.2130|509.0000|484.0000|99.7530|40.0000|-70.0000|83.0620|84.3388|82.4855|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:20.242|P02_Jan2015_000054.tif
7156|476|0|32|34|1069|870|14133|1|1|0|0.5545|4.5000|354.0000|27.2285|21.8564|24.5919|87.2100|77.3067|67.5930|9.2770|12.6029|9.6241|11.1409|0.8772|48.3579|40.3713|74.2486|25.9225|26284.0000|1.7097|3.0425|1.1799|55.5556|0.7491|0.6370|0.9187|98.9311|386.0000|354.0000|67.5930|-70.0000|60.0000|74.2620|74.4028|74.7915|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:20.292|P02_Jan2015_000054.tif
7157|510|0|141|254|424|592|14134|1|1|0|0.5545|4.5000|3784.0000|253.4398|77.6405|185.3188|753.8960|582.5661|1017.5003|35.9934|138.0371|40.5564|100.2640|0.2030|418.0353|320.5376|87.0539|31.0093|329412.0000|11.9526|35.5220|1.3010|45.0977|0.0000|0.1272|0.1004|101.7694|14429.5000|3784.0000|1017.5003|-75.0000|25.0000|86.7569|87.9646|83.3055|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:20.342|P02_Jan2015_000054.tif
7158|653|0|39|35|18|783|14135|1|1|0|0.5545|4.5000|556.0000|32.3768|26.7704|29.8742|111.9360|93.9123|118.0169|12.2582|15.4577|12.3489|14.0700|0.8361|62.0685|49.5791|81.5036|34.9636|45316.0000|1.7933|3.3339|1.2346|43.7157|0.6559|0.5372|0.9280|95.3704|614.0000|556.0000|118.0169|35.0000|-75.0000|78.2428|83.0881|82.1079|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:20.392|P02_Jan2015_000054.tif
7159|694|0|42|39|608|859|14137|1|1|0|0.5545|4.5000|455.0000|34.9808|19.1916|30.2595|109.0060|95.1233|92.4777|10.8511|16.9016|8.1465|14.2836|0.5041|60.4438|50.2506|76.6549|29.4712|34878.0000|2.0782|4.2960|1.1881|66.5361|0.4795|0.5932|0.7416|101.8140|519.0000|455.0000|92.4777|-60.0000|50.0000|77.8132|76.1626|76.1407|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:52:20.492|P02_Jan2015_000054.tif
